t_bmjd,flux,model_sym,model_asym,ramp,res_sym
60075.83963438885,1.0002245812750672,1.0002003033531177,1.0001971409241706,1.0002003033531177,2.42779219494782e-05
60075.83971814271,0.9998309207697607,1.0002023673242586,1.0001993031572427,1.0002023673242586,-0.00037144655449794506
60075.83980189658,1.000957207685457,1.0002044131533447,1.0002014457245183,1.0002044131533447,0.0007527945321121887
60075.839885650435,0.999893252698868,1.0002064409624951,1.0002035687645323,1.0002064409624951,-0.0003131882636271399
60075.8399694043,0.9991031912997881,1.0002084508740816,1.00020567241597,1.0002084508740816,-0.0011052595742935267
60075.84005315815,1.0004824516019333,1.0002104430087921,1.000207756815641,1.0002104430087921,0.00027200859314113757
60075.84013691202,1.0003105790915592,1.000212417487382,1.0002098221003104,1.000212417487382,9.816160417708275e-05
60075.840220665865,1.0006140562361632,1.0002143744284417,1.0002118684043682,1.0002143744284417,0.00039968180772143036
60075.84030441973,1.000043708423056,1.000216313951649,1.0002138958632287,1.000216313951649,-0.00017260552859288403
60075.840388173594,1.0000243554522827,1.0002182361741991,1.0002159046096015,1.0002182361741991,-0.00019388072191639516
60075.84047192745,1.0000179397253814,1.0002201412131944,1.0002178947759877,1.0002201412131944,-0.00020220148781291414
60075.840555681316,1.0002340158528489,1.0002220291854544,1.000219866494484,1.0002220291854544,1.1986667394436878e-05
60075.84063943517,0.9997466660096879,1.0002239002058797,1.000221819895075,1.0002239002058797,-0.0004772341961918336
60075.84072318903,1.0000451173493226,1.0002257543897557,1.0002237551080386,1.0002257543897557,-0.00018063704043314033
60075.840806942884,1.0006937362174855,1.000227591850798,1.000225672261908,1.000227591850798,0.00046614436668757087
60075.84089069675,1.001254987306838,1.0002294127027687,1.0002275714851585,1.0002294127027687,0.0010255746040692681
60075.840974450606,1.0000474672952842,1.0002312170575733,1.0002294529042228,1.0002312170575733,-0.00018374976228918705
60075.84105820447,1.0005030620709032,1.0002330050274806,1.0002313166458079,1.0002330050274806,0.0002700570434226446
60075.841141958335,1.001181701192062,1.0002347767235444,1.00023316283525,1.0002347767235444,0.0009469244685176292
60075.84122571218,0.9998185692930489,1.000236532255479,1.0002349915963866,1.000236532255479,-0.0004179629624300185
60075.84130946605,1.0004664715912654,1.0002382717337976,1.0002368030537854,1.0002382717337976,0.00022819985746780347
60075.841393219904,0.9999236313741656,1.0002399952666179,1.000238597329415,1.0002399952666179,-0.00031636389245226493
60075.841476973765,1.0002353409434446,1.0002417029625472,1.0002403745456556,1.0002417029625472,-6.362019102645888e-06
60075.84156072762,1.0010785359767826,1.0002433949287328,1.0002421348232655,1.0002433949287328,0.0008351410480498256
60075.84164448149,1.0000791685575376,1.0002450712723479,1.0002438782829304,1.0002450712723479,-0.00016590271481020658
60075.84172823534,1.0008807820133492,1.0002467320988406,1.0002456050434432,1.0002467320988406,0.0006340499145085499
60075.8418119892,1.0011182941865349,1.000248377513977,1.0002473152238278,1.000248377513977,0.0008699166725578689
60075.84189574307,1.0004167291708064,1.0002500076223888,1.000249008941833,1.0002500076223888,0.00016672154841756992
60075.841979496916,1.0005550278101434,1.0002516225274602,1.0002506863138125,1.0002516225274602,0.0003034052826831335
60075.842063250784,1.0005152188780728,1.0002532223332923,1.0002523474567706,1.0002532223332923,0.0002619965447805406
60075.84214700464,1.0003595550794468,1.000254807141768,1.0002539924853093,1.000254807141768,0.0001047479376787841
60075.8422307585,1.0004274558087476,1.0002563770552049,1.000255621514389,1.0002563770552049,0.0001710787535427194
60075.84231451235,0.9994117178672232,1.0002579321745597,1.0002572346574632,1.0002579321745597,-0.0008462143073365569
