wave,dwave,depth_pct,err_pct,planet,det
2.8812474070691643,0.03891338778864872,0.0684327241874838,0.003950856228910133,L 98-59 b,nrs1
2.9201607948578125,0.03891338778864872,0.05811795135900466,0.0036787002757947616,L 98-59 b,nrs1
2.9590741826464617,0.03891338778864872,0.06728744330086744,0.003414069717353584,L 98-59 b,nrs1
2.99798757043511,0.03891338778864828,0.05799103859188692,0.0033307935581138068,L 98-59 b,nrs1
3.0369009582237583,0.03891338778864872,0.059484796016562314,0.003311875627584159,L 98-59 b,nrs1
3.0758143460124074,0.03891338778864872,0.06188408968104131,0.003083240906054173,L 98-59 b,nrs1
3.1147277338010557,0.03891338778864872,0.07197923396559114,0.0031852290786732896,L 98-59 b,nrs1
3.153641121589705,0.03891338778864872,0.0563651445367408,0.0030049522500540235,L 98-59 b,nrs1
3.192554509378353,0.03891338778864872,0.05444684123075971,0.0030792319281421595,L 98-59 b,nrs1
3.2314678971670023,0.03891338778864872,0.06330489057221333,0.00313029621455702,L 98-59 b,nrs1
3.2703812849556506,0.03891338778864828,0.05934406951427773,0.0030167971081659075,L 98-59 b,nrs1
3.309294672744299,0.03891338778864872,0.06778077284326223,0.0031462594061100256,L 98-59 b,nrs1
3.348208060532948,0.03891338778864872,0.06858996552987495,0.003051114816731999,L 98-59 b,nrs1
3.3871214483215963,0.03891338778864872,0.061269809725794655,0.0030419545532772534,L 98-59 b,nrs1
3.4260348361102455,0.03891338778864872,0.05630212953416924,0.003122644227189956,L 98-59 b,nrs1
3.464948223898894,0.03891338778864872,0.06124453501555882,0.00302542222892143,L 98-59 b,nrs1
3.503861611687543,0.03891338778864872,0.06422711378620827,0.0030134740645327337,L 98-59 b,nrs1
3.5427749994761912,0.03891338778864828,0.061291234273008754,0.0030678404299907275,L 98-59 b,nrs1
3.5816883872648395,0.03891338778864872,0.06635371248391309,0.0031407722355727688,L 98-59 b,nrs1
3.6206017750534887,0.03891338778864872,0.06398479982611116,0.003144187533220796,L 98-59 b,nrs1
3.659515162842137,0.03891338778864872,0.06265308129304037,0.0032609412917995553,L 98-59 b,nrs1
3.698428550630786,0.03891338778864872,0.05493005029195697,0.0033047090320094115,L 98-59 b,nrs1
3.84794589899903,0.04875719134699663,0.07131495526693232,0.003141432045650498,L 98-59 b,nrs2
3.8967030903460262,0.04875719134699663,0.06329723029623313,0.0031965798106699324,L 98-59 b,nrs2
3.9454602816930233,0.048757191346997075,0.06453113696518464,0.0031881415425168503,L 98-59 b,nrs2
3.99421747304002,0.04875719134699619,0.0587831277512163,0.003405237151831353,L 98-59 b,nrs2
4.042974664387017,0.048757191346997075,0.06605844205881395,0.0035136618763276597,L 98-59 b,nrs2
4.091731855734014,0.048757191346997075,0.05635942612657319,0.003525226605454271,L 98-59 b,nrs2
4.14048904708101,0.04875719134699619,0.07203749895513534,0.0037314872221562503,L 98-59 b,nrs2
4.189246238428007,0.048757191346997075,0.07242375154352665,0.0038735583125324652,L 98-59 b,nrs2
4.238003429775004,0.04875719134699619,0.06067847053606856,0.003911672723766352,L 98-59 b,nrs2
4.286760621122,0.048757191346997075,0.06711370383778448,0.004215913810811404,L 98-59 b,nrs2
4.335517812468996,0.04875719134699619,0.04928061165752062,0.004523721466224033,L 98-59 b,nrs2
4.384275003815993,0.048757191346997075,0.060025748508352184,0.004774796354814377,L 98-59 b,nrs2
4.4330321951629905,0.048757191346997075,0.04832298669603663,0.005141140316401929,L 98-59 b,nrs2
4.481789386509988,0.04875719134699619,0.07320998606602513,0.005137715628879416,L 98-59 b,nrs2
4.530546577856984,0.048757191346997075,0.0663844495567889,0.005438441933050005,L 98-59 b,nrs2
4.57930376920398,0.04875719134699619,0.05606606225359023,0.0060007684508195155,L 98-59 b,nrs2
4.628060960550977,0.048757191346997075,0.050600570625325414,0.006087139548583096,L 98-59 b,nrs2
4.676818151897974,0.048757191346997075,0.03168482079600743,0.006950587580210138,L 98-59 b,nrs2
4.725575343244971,0.04875719134699619,-0.003877858550116464,0.012637013127323243,L 98-59 b,nrs2
