wave,dwave,depth_pct,err_pct,planet,det
2.881178184391474,0.038878078890038914,0.08723834551723764,0.007295924643017148,TOI-1685 b,nrs1
2.920056263281513,0.038878078890038914,0.100273136153195,0.007351786504928053,TOI-1685 b,nrs1
2.9589343421715517,0.03887807889003936,0.08914036523007818,0.0068490817753493,TOI-1685 b,nrs1
2.997812421061591,0.038878078890038914,0.08899436900807745,0.006729961670088471,TOI-1685 b,nrs1
3.03669049995163,0.038878078890038914,0.08268242312928775,0.0068739201045798885,TOI-1685 b,nrs1
3.075568578841669,0.038878078890038914,0.08504944044727125,0.0064570500073337245,TOI-1685 b,nrs1
3.114446657731708,0.038878078890038914,0.08406155896999445,0.006671696398135755,TOI-1685 b,nrs1
3.1533247366217467,0.038878078890038914,0.08485819636045999,0.006475604993961358,TOI-1685 b,nrs1
3.192202815511786,0.03887807889003936,0.09567490500882458,0.0066883931163358515,TOI-1685 b,nrs1
3.231080894401825,0.038878078890038914,0.10150643840203255,0.006910735280201444,TOI-1685 b,nrs1
3.269958973291864,0.038878078890038914,0.08268088228946535,0.006776768534458129,TOI-1685 b,nrs1
3.308837052181903,0.038878078890038914,0.08329511980490478,0.006282958591623818,TOI-1685 b,nrs1
3.3477151310719417,0.03887807889003936,0.07832085611820805,0.006689130110142546,TOI-1685 b,nrs1
3.386593209961981,0.038878078890038914,0.08895617185095128,0.006682089424308211,TOI-1685 b,nrs1
3.42547128885202,0.038878078890038914,0.08519652261599342,0.006268723592632817,TOI-1685 b,nrs1
3.464349367742059,0.038878078890038914,0.09426935873246833,0.006344030702806895,TOI-1685 b,nrs1
3.503227446632098,0.038878078890038914,0.08034453974660183,0.0064544722242323585,TOI-1685 b,nrs1
3.5421055255221368,0.038878078890038914,0.08030420374077751,0.006265495127616716,TOI-1685 b,nrs1
3.5809836044121757,0.038878078890038914,0.09391198763146757,0.006603588179151835,TOI-1685 b,nrs1
3.619861683302215,0.03887807889003936,0.09481678627263346,0.00652199187463657,TOI-1685 b,nrs1
3.658739762192254,0.038878078890038914,0.08947929952612954,0.0062701961616646795,TOI-1685 b,nrs1
3.697617841082293,0.038878078890038914,0.09314628661061253,0.006132602561242795,TOI-1685 b,nrs1
3.8485074061267546,0.05156100498258276,0.07776060528467132,0.005924023835264806,TOI-1685 b,nrs2
3.9000684111093378,0.0515610049825832,0.07241997632445596,0.00633673252397246,TOI-1685 b,nrs2
3.9516294160919205,0.05156100498258276,0.06920076835911226,0.006607379560593606,TOI-1685 b,nrs2
4.003190421074503,0.05156100498258276,0.08184160812804153,0.006951504837699097,TOI-1685 b,nrs2
4.054751426057086,0.05156100498258276,0.09127827924786391,0.0074323897533040955,TOI-1685 b,nrs2
4.106312431039669,0.05156100498258276,0.07791727815494864,0.007829756215466735,TOI-1685 b,nrs2
4.157873436022252,0.05156100498258365,0.06120016589572508,0.008352435507681544,TOI-1685 b,nrs2
4.209434441004835,0.05156100498258276,0.07415034926107067,0.0084510588930366,TOI-1685 b,nrs2
4.260995445987418,0.05156100498258276,0.06885861335417243,0.008623595677686684,TOI-1685 b,nrs2
4.312556450970001,0.05156100498258276,0.10035711606750652,0.00970123204368088,TOI-1685 b,nrs2
4.3641174559525835,0.05156100498258276,0.0778150592355864,0.010322010769410903,TOI-1685 b,nrs2
4.415678460935166,0.05156100498258276,0.08966208280948296,0.010534976180971144,TOI-1685 b,nrs2
4.467239465917749,0.05156100498258276,0.07866796619405703,0.010956979039012502,TOI-1685 b,nrs2
4.518800470900333,0.05156100498258365,0.08525491239285143,0.011739376218186715,TOI-1685 b,nrs2
4.570361475882915,0.05156100498258276,0.0939593427969565,0.012031061916053166,TOI-1685 b,nrs2
4.621922480865498,0.05156100498258276,0.06402007638374174,0.01212523413325911,TOI-1685 b,nrs2
4.673483485848081,0.05156100498258276,0.10339036014971326,0.012169044647384157,TOI-1685 b,nrs2
4.725044490830664,0.05156100498258276,0.09755479980029236,0.01241699432867527,TOI-1685 b,nrs2
4.7766054958132464,0.05156100498258365,0.13837897693498302,0.018463064067377438,TOI-1685 b,nrs2
